productdescriptionid,description,rowguid,modifieddate
1701,ขวดน้ำติดโลโก้ AWC - บรรจุ 30 ออนซ์ พร้อมป้องกันการรั่วไหล,71400920-928d-4142-b048-8c6c73643a12,2014-02-08 10:32:17.973
1702,บรรทุกรถจักรยาน 4 คันอย่างปลอดภัย ด้วยโครงสร้างเหล็กกล้า ใช้กับขอเกี่ยวขนาด 2 นิ้ว,15b6ed5e-3eca-447b-9fb9-a5ba3d09f9f4,2014-02-08 10:32:17.973
1703,แผ่นป้องกันแบบคลิปออน สำหรับจักรยานภูเขาทุกรุ่น,27dd35f6-3c64-4091-960c-cf877218bd47,2014-02-08 10:32:17.973
1704,การผสมผสานไฟเบอร์จากธรรมชาติและสังเคราะห์ แห้งสนิทและให้การรองรับที่เหมาะสม,702a62ae-33b0-46b0-8fbd-b23be4f28ae4,2014-02-08 10:32:17.973
1705,ออกแบบเพื่อความสะดวก  ขนาดกะทัดรัด ใส่พอดีกระเป๋า  กระบอกอลูมิเนียม  ขนาด 160psi,d3180971-3d09-42de-9e66-3cd2e1417d06,2014-02-08 10:32:17.973
1706,ได้รับการออกแบบสำหรับทีม AWC พร้อมสายรัด ตัวควบคุมความชื้น บุชามัวส์ และที่รัดขา,b0b95cc2-6cdd-4c1d-aa3c-3d9d289da73c,2014-02-08 10:32:17.973
1707,ทนทาน ทำจากไนลอนกันน้ำ ใช้งานง่าย  มีขนาดใหญ่พอสำหรับการเดินทางในช่วงสุดสัปดาห์,6864c13e-4ff0-4848-bff2-b2924846699d,2014-02-08 10:32:17.973
1708,บุเต็มทุกส่วน เพิ่มการยืดหยุ่นของนิ้ว แผ่นฝ่ามือทนทาน ที่รัดปรับได้,b37fcaf1-c89a-412b-8598-bcd046da17eb,2014-02-08 10:32:17.973
1709,แผ่นฝ่ามือสังเคราะห์ ข้อนิ้วยืดหยุ่น และตาข่ายส่วนบนช่วยระบายอากาศ  ได้รับความไว้วางใจจากนักแข่งทีม AWC,7f07020b-0c4f-46e0-9b4e-6d666492b041,2014-02-08 10:32:17.973
1710,กางเกงขาสั้น ทนการขีดข่วน ทำจากเส้นใยสแปนเด็กซ์ไร้ตะเข็บ พร้อมด้วยชามัวส์ป้องกันแบคทีเรีย สวมสบาย,67e901ed-044d-49b3-ad98-93baef0eaf77,2014-02-08 10:32:17.973
1711,ประกอบด้วยแผ่นปะยาง 8 ขนาด กาว และกระดาษทราย,99ffa056-22ea-40e6-a164-d25642df4220,2014-02-08 10:32:17.973
1712,น้ำหนักเบา กันลม ขนาดกะทัดรัดพอดีกระเป๋า,f7f20598-dad3-43aa-864f-c2c84f1ac616,2014-02-08 10:32:17.973
1713,กางเกงแข่ง 8 ช่องสำหรับสุภาพบุรุษ - เส้นใยสแปนเด็กซ์พร้อมยางยืดและที่รัดขา,2cc83a96-e84d-4204-a69d-04be422f6ea0,2014-02-08 10:32:17.973
1714,ขาตั้งจักรยานอเนกประสงค์สำหรับจักรยานคันโปรดของคุณที่บ้าน  ที่ยึดปรับสะดวก และโครงสร้างเหล็กกล้า,65c02444-11a8-4bdd-a88c-eeed65760f30,2014-02-08 10:32:17.973
1715,ไฟหน้าสองดวงแบบชาร์จซ้ำได้,5b866073-3ac8-4a3d-8c3d-bbb633457d39,2014-02-08 10:32:17.973
1716,ไฟหน้าแบบทนทาน กันน้ำ,15cca5e6-5565-4464-9e50-fffc0707c9a0,2014-02-08 10:32:17.973
1717,เสื้อแขนสั้นแบบคลาสสิค ระบายอากาศได้ดี ควบคุมความชื้น ซิปหน้า พร้อมกระเป๋าหลัง 3 ใบ,10c7c035-6e84-4f2e-8416-183d3744da3f,2014-02-08 10:32:17.973
1718,เรียบง่าย น้ำหนักเบา  ที่ปะยางฉุกเฉินเก็บได้ในคันบังคับ,dee25d74-b111-45f2-9978-abd79da695a7,2014-02-08 10:32:17.973
1719,บาง น้ำหนักเบา และทนทาน พร้อมส่วนพับที่ไม่หลุด,86f88858-1c23-424a-b4a1-f5130b0831fb,2013-04-30 00:00:00
1720,โครงอลูมิเนียมแข็งแกร่ง สำหรับใส่ขวดน้ำในเส้นทางวิบาก,2e33f3db-0092-4648-99b5-86c125f4d860,2014-02-08 10:32:17.973
1721,แบบดั้งเดิม พร้อมขอบพับ ใช้ได้กับทุกคน,f8de509e-c18f-4fe6-8dac-6f49f1103e32,2014-02-08 10:32:17.973
1722,เสื้อไมโครไฟเบอร์ติดโลโก้ AWC,853b8535-e4a6-4c17-b2ac-9e05da2d6ecd,2014-02-08 10:32:17.973
1723,แว่นกันลมขนาดสากล ระบายอากาศได้ดี น้ำหนักเบา,dfc4160f-9454-4bfb-9c4b-3867cec262ce,2014-02-08 10:32:17.973
1724,แพ็คขนาด 70 ออนซ์ บรรจุเครื่องดื่มสำรอง เติมง่าย พร้อมสายรัดเอว,dd492461-6b68-4f50-a515-aecf19d3222f,2014-02-08 10:32:17.973
1725,กางเกงสแปนเด็กซ์ให้ความอบอุ่นในการขับขี่หน้าหนาว บุชามัวส์ไร้ตะเข็บสำหรับจุดกดทับ,b53b883d-4da6-466e-ae1c-9272addd7784,2014-02-08 10:32:17.973
1726,ทำความสะอาดสิ่งสกปรกที่ฝังแน่น ละลายจาระบี และไม่เป็นอันตรายต่อสิ่งแวดล้อม  ขวดบรรจุ 1 ลิตร,0d868adf-6413-4e81-ac29-365e6d42538a,2014-02-08 10:32:17.973
1727,ที่หุ้มยางสำหรับยางหน้าหรือยางหลัง พร้อมที่ใส่และกุญแจสองดอก,8aba37a9-41c9-48e1-85b6-00d80a094d9e,2014-02-08 10:32:17.973
1728,פלדת כרומולי (כרום-מולובדניום),b558eab4-dd28-4e59-bb6a-9c34686e5e02,2013-04-30 00:00:00
1729,כיסויים מסגסוגת אלומיניום; ציר רחב-קוטר.,3eadfc60-40e1-47b8-96ad-8ab18cf8ec69,2013-04-30 00:00:00
1730,כיסויים מסגסוגת אלומיניום וציר חלול.,54a7c343-2164-4b7d-af2c-06e6c7e6bf4c,2013-04-30 00:00:00
1731,"מתאימים לכל סוג רכיבה, בדרכים סלולות ובשבילים כאחת. מתאימים לכל תקציב. החלפת הילוכים חלקה יחד עם רכיבה נוחה.",02b4a108-c110-40c5-8659-52754c33dd03,2013-04-30 00:00:00
1732,אופניים אלה מספקים רמת ביצועים גבוהה במחיר סביר.  הם נענים וקלים לתמרון ומציעים ראש שקט כשתחליט לרכב במשעולים.,b15d8f02-ee82-49eb-bda5-d1d51b171e7f,2014-02-08 10:32:17.973
1733,מתאימים למכורים לרכיבת שטח של ממש. אופניים עמידים להפליא שניתן להגיע אתם לכל מקום מבלי לאבד את השליטה בשטח מאתגר – בלי לגרום לחור בתקציב.,82191392-e80f-40e0-9662-7a6d8acef910,2013-04-30 00:00:00
1734,לרכיבה רצינית בשטחים נידחים. מתאימים לכל רמה של תחרות. באופניים אלה נעשה שימוש ב- HL Frame (מסגרת HL) זהה לזו המצויה בדגם Mountain-100 (100-הררי),6e0b3eea-6960-469a-b75f-98f2c09a652f,2013-04-30 00:00:00
1735,"אופני הרים תחרותיים מהשורה הראשונה. אפשרויות לשיפור ביצועים הכוללות HL Frame (מסגרת (HL, שיכוך קדמי חלק במיוחד ואחיזת כביש המתאימה לכל סוגי השטח.",83fdff9e-33ce-4ebe-9c2c-ea3181d654f7,2013-04-30 00:00:00
1736,מתאימים לכל סוג רכיבה בשבילים. מתאימים לכל תקציב.,4d5516ee-458c-4480-baf4-aa561f8fc5f6,2013-04-30 00:00:00
1737,אופני מבוגרים למתחילים; מציעים רכיבה נוחה מחוף לחוף או לאורך הרחוב. טבורים וחישורים לשחרור מהיר.,40180c3f-c34a-4e9b-95d1-116fcedc0490,2013-04-30 00:00:00
1738,אופניים המהווים תמורה נאותה למחירם ובעלי רבות מתכונות דגמי הקו המוביל שלנו. מאופיינים במסגרת המוצקה והקלה וההאצה המהירה שבהם אנו מפורסמים.,38d6056b-2b2c-4669-93a7-8d7f5642cc4f,2013-04-30 00:00:00
1739,"טכנולוגיה זהה לזו המצוי באופני סדרת כביש שלנו, אולם המסגרת בגודל המותאם לנשים. מושלמים כאופניים לכל מטרה לכביש ולתחרויות.",1d5510db-199a-4e0d-a61e-13b1ca9c256f,2013-04-30 00:00:00
1740,טכנולוגיה זהה לזו המצויה באופני סדרת כביש שלנו. מושלמים כאופניים לכל מטרה לכביש ולתחרויות.,12c887d5-3875-4e5e-b291-5a592b061392,2013-04-30 00:00:00
1741,אופניים שבאמת מתאימים לסוגי ספורט מרובים המציעים רכיבה חלקה ועיצוב מהפכני. עיצוב אווירודינמי מאפשר רכיבה עם מקצוענים ותשלובת גלגלי השיניים תתמודד עם כל דרך הררית.,12851821-79f3-4bae-9e17-41aba085aa3d,2013-04-30 00:00:00
1742,"חציית שטחים, תחרות או סתם בילוי חברתי על אופניים מלוטשים ואווירודינמיים. טכנולוגיה מתקדמת של המושב מספקת נוחות לאורך כל היום.",d1c84758-0aa4-4deb-9961-ff6d06899ab4,2013-04-30 00:00:00
1743,"חציית שטחים, תחרות או סתם בילוי חברתי על אופניים בעלי עיצוב מלוטש ואווירודינמי לנשים. טכנולוגיה מתקדמת של המושב מספקת נוחות לאורך כל היום.",6b605a09-e217-4b8f-ae51-3475e28a091e,2013-04-30 00:00:00
1744,"מסגרת מסגסוגת אלומיניום מספקת רכיבה קלה ומוצקה, בין אם במסלול מרוצים ובין אם ברכיבת מועדון תובענית בדרכים כפריות.",53646033-bc28-4a5c-9ab6-3f9bb611a412,2013-04-30 00:00:00
1745,"אופניים אלה משמשים את מנצחי התחרויות. לאופניים, שפותחו יחד עם צוות המרוצים של Adventure Works Cycles (אופני חוויה), יש מסגרת אלומיניום קלה ביותר שהוקשחה בחום והיגוי המאפשר שליטה מדויקת.",dc25c464-b19e-4531-ab30-22b908bf0c42,2013-04-30 00:00:00
1747,אופני איכות לכל מטרה עם תכונות הנוחות והבטיחות הבסיסיות שלנו. מציעים צמיגים רחבים ויציבים יותר לרכיבה ברחבי העיר או לטיולי סופשבוע.,4747518e-0432-4f2d-89b3-bb7055ed9528,2013-04-30 00:00:00
1748,המושב המשובח והמותאם אישית מאפשר רכיבה לאורך היום כולו וקיים מקום רב להוספת תיקי אוכף ותיקי אופניים למנשא שעוצב מחדש. אופניים אלה שומרים על יציבות גם בעומס מלא.,9caa2e1a-1952-43ab-bd21-2b3afd689a3b,2013-04-30 00:00:00
1749,רכיבה מסוגננת ונוחה. עיצוב המיועד למרב הנוחות והבטיחות. טווח רחב של מערכות הילוכים מצליח להתגבר על כל השיפועים. מבנה סגסוגת אלומיניום עתיר ידע מספק עמידות ללא תוספת משקל.,c31eaab1-49df-477a-b38e-d8d5d7c2e08f,2013-04-30 00:00:00
1750,ביצועי מעולים בחילוף הילוכים.,dd1bee72-f154-4f7e-bdf6-9dd6d0e801b3,2013-04-30 00:00:00
1751,ציר קשיח במיוחד.,0d0cc62f-2f32-451d-9eb5-fed507bfd67f,2013-04-30 00:00:00
1752,זרוע ארכובה עתירת עוצמה.,0f213659-2511-4d2a-8ca1-7e6509bd42b7,2013-04-30 00:00:00
1753,"ערכת ארכובה משולשת, זרוע ארכובה מאלומיניום, חילוף הילוכים מושלם.",57e67bb5-a01c-4608-9da7-b3703a732a5b,2013-04-30 00:00:00
1754,רפידות מעצור המתאימות לכל מזג אוויר; מספקות עצירה מעולה על-ידי החלת יותר שטח לחישוק.,27eb5d58-23e8-4177-a8e3-7cac86a756aa,2013-04-30 00:00:00
1755,עיצוב רחב-חוליות.,b69a79dd-a1ed-4e54-bad3-1786ff525ff0,2013-04-30 00:00:00
1756,עיצוב חזק סופג זעזועים ומציע היגוי מדויק יותר.,dbc62b93-a600-41ab-a144-601e0cb91a40,2013-04-30 00:00:00
1757,מזלג כביש מורכב עם צינור עמוד היגוי מאלומיניום.,93879ed4-7567-4fc6-adaf-0ad1c9676682,2013-04-30 00:00:00
1758,מזלג כביש מפחמן עם רגליים מוטות לביצועים גבוהים.,0872c470-ab8e-4ab5-a7a3-6ec398a19245,2013-04-30 00:00:00
1759,האיכות הטובה ביותר שלנו שמנצלת טכנולוגיית מסגרת חדשנית זהה לזו שקיימת במסגרת ML מאלומיניום.,a107bd83-508d-4075-b569-d6587623c3f4,2013-04-30 00:00:00
1760,מסגרת ה- ML היא מסגרת אלומיניום מוקשח בחום המיוצרת באותה הקפדה ואיכות כמו מסגרות HL שלנו. היא מציעה ביצועים מעולים. גירסה לגברים.,63d148e7-7b26-4337-8fb4-71fb9e18af7c,2013-04-30 00:00:00
1761,מסגרת ה- ML היא מסגרת אלומיניום מוקשח בחום המיוצרת באותה הקפדה ואיכות כמו מסגרות HL שלנו. היא מציעה ביצועים מעולים. גירסה לנשים.,f1c2eb56-84a3-462a-9890-0cbdd0b6090a,2013-04-30 00:00:00
1763,תאורה במחיר סביר לרכיבה לילית בטוחה – פועלת באמצעות סוללת AAA,1580d5c4-5c3d-4043-86e0-2eb149cf1766,2013-04-30 00:00:00
1764,כלוב האלומיניום קל יותר מאשר הגירסה ההררית שלנו; מושלם עבור רכיבה למרחקים ארוכים.,d59ff157-6e85-4910-ac63-e9870c070943,2013-04-30 00:00:00
1765,בקבוק מים מתוצרת AWC – מכיל 850 גרם; עמיד מפני נזילה.,74ad4789-91ee-4c26-9749-585f56f11cf7,2013-04-30 00:00:00
1766,נושא 4 זוגות אופניים בבטחה; מבנה פלדה; מתאים לרתמת מתלה של 2 אינץ'.,1e16f4a0-d12b-4556-a055-a85de7faca68,2013-04-30 00:00:00
1767,פגושים מתחברים המתאימים לרוב האופנים לרכיבה הררית.,db173fc0-e483-4d4c-819a-66a7f6357d16,2013-04-30 00:00:00
1768,"כל מסגרת מיוצרת ידנית במפעל שלנו ב- Bothell, לקבלת הקוטר ועובי הדופן האופטימליים שנדרשים למסגרת הטובה ביותר לרכיבה הררית. למסגרת האלומיניום המרותכת שהוקשחה בחום, יש צינור בקוטר גדול יותר הסופג את החבטות.",911eb6a6-e254-42eb-a12d-0ca0dd6293ef,2013-04-30 00:00:00
1770,"מסגרת ה- ML, העשויה סגסוגת אלומיניום זהה לזו המשמשת ליצור מסגרת HL מהקו המוביל שלנו, מתאפיינת בצלע תחתונה קלת משקל החרוטה לקוטר המושלם הנדרש לחוזק אופטימלי. גירסה לנשים.",8ff78cd2-eb0d-4402-82af-f733c59ccdd0,2013-04-30 00:00:00
1771,גלגל חלופי לרכיבה הררית לרוכב המתחיל.,f07e5b84-4ca8-4276-84a6-fc071a4c44e7,2013-04-30 00:00:00
1772,גלגל חלופי לרכיבה הררית לרוכב החובב והרציני.,dc809034-9983-4137-abe6-a0e8cfdfbf27,2013-04-30 00:00:00
1773,גלגל חלופי עתיר ביצועים לרכיבה הררית.,648a5f31-b522-44b5-bd2e-09246332556c,2013-04-30 00:00:00
1774,גלגל חלופי קדמי לרכיבת כביש לרוכב המתחיל.,8d2d0d07-039a-48d5-a5dc-ebc96647eebe,2013-04-30 00:00:00
1775,סגסוגת איתנה מאפיינת את מנגנון השחרור המהיר של טבור האופן.,4c40b78c-844d-462e-8f27-fd9a2ce01c74,2013-04-30 00:00:00
1776,גלגל חזק עם חישוק בעל הלחמה כפולה.,ab120b32-173f-41b5-8b4e-e53bd096b638,2013-04-30 00:00:00
1777,חישוקים אווירודינמיים לרכיבה חלקה.,c29b5677-9869-466c-90c7-9042daf4927d,2013-04-30 00:00:00
1778,ידיות לכל מטרה לרכיבת כביש ולשבילים.,3adcb00d-4b4e-4f21-8387-b2992fce32eb,2013-04-30 00:00:00
1779,ידיות קשיחות מסגסוגת אלומיניום לרכיבה במורד.,0ac815fc-ec25-4d35-b150-00baff4bbae1,2013-04-30 00:00:00
1780,ידית שטוחה החזקה מספיק עבור הרוכב המקצועי.,c394e64b-727f-4d71-8bc8-8e8d86cfce6c,2013-04-30 00:00:00
1781,צורה ייחודית מספקת גישה קלה יותר לידיות ההילוכים.,6310d807-4b89-4e49-be82-84f453fde173,2013-04-30 00:00:00
1782,צינור אלומיניום לידית המעוצבת בצורה אנטומית שתתאים לכל רוכב.,ff20580c-dbf7-41e0-a8fd-c8bde312dbdf,2013-04-30 00:00:00
1783,עיצוב המיוחד למתחרים; ידית אנטומית המעוצבת בצורה איכותית מסגסוגת אלומיניום.,30211cb3-5488-4a6a-b11a-8535f61f1e0e,2013-04-30 00:00:00
1784,צורה ייחודית המפחיתה מעייפות הרוכב המתחיל.,218d3812-0008-49ce-a311-496691d9341c,2013-04-30 00:00:00
1785,ידית אלומיניום קלה אך עם זאת קשיחה לרכיבה למרחקים ארוכים.,cf0c0747-322d-448b-8729-22538b4bc7a7,2013-04-30 00:00:00
1786,טבעת נטולת תבריג מספקת איכות במחיר חסכוני.,dc573b62-b6a1-4488-81ea-fd26c622ec92,2013-04-30 00:00:00
1787,קסטה אטומה שומרת מפני לכלוך.,8c80832d-f0d2-4fed-bebd-54aad9874671,2013-04-30 00:00:00
1788,טבעת נטולת תבריג בקוטר 1 אינץ' עם פתח סיכה לסיכה מהירה.,5576dac7-a31d-484b-90e1-be087d8fd054,2013-04-30 00:00:00
1789,משטח דוושות מורחב המתאים לרכיבה בכל סוגי הנעלים; מצוין לרכיבה לכל מטרה.,1b31b030-d5d5-45c5-aea1-91a98317ae94,2013-04-30 00:00:00
1790,דוושה עמידה נטולת חבקים עם מאמץ מתכוונן.,98ae8adf-c1a7-482e-b016-d8cfca623aaa,2013-04-30 00:00:00
1791,פלדת אל-חלד; עיצוב המשיר בוץ בקלות.,d442b8c6-4d3d-47ef-b336-799f20c5e959,2013-04-30 00:00:00
1792,דוושות ללא חבקים – אלומיניום.,f59a12ea-78bf-4f68-8d12-c0f67d557fa0,2013-04-30 00:00:00
1793,מבנה סגסוגת אלומיניום קל משקל.,a4a8b2ac-0644-4f3a-8cba-b694aac5570b,2013-04-30 00:00:00
1794,דוושות נטולות חבקים מהשורה הראשונה עם מאמץ מתכוונן.,fbf952b7-c45d-45b2-81a3-64452309b203,2013-04-30 00:00:00
1795,דוושה יציבה המתאימה לרכיבה לאורך כל היום.,fb733d10-0891-437e-a447-6ab3de3d9dd0,2013-04-30 00:00:00
1796,נעליים למילוי מחדש; חבקים מאלומיניום מלוטש.,56b8da24-181f-4db0-a2d5-c8de3cee13dd,2013-04-30 00:00:00
1797,מעתק אלומיניום ל- 10 מהירויות עם גלגלת מסבים אטומה.,584c7120-757a-4a42-9840-20378998f16d,2013-04-30 00:00:00
1799,גלגל חלופי אחורי לרכיבה הררית לרוכב המתחיל.,4555abbc-8e9a-4ab8-a540-0f57df0f7c6c,2013-04-30 00:00:00
1800,גלגל חלופי אחורי לרכיבה הררית לרוכב החובב והרציני.,e5e2199a-85ef-4eab-b372-3860245dd142,2013-04-30 00:00:00
1801,חישוקים חזקים במיוחד המבטיחים עמידות.,724655ee-1f49-4ab8-b6ff-b3ad609f7751,2013-04-30 00:00:00
1802,גלגל חלופי אחורי לרוכב המתחיל.,84dae6f9-de42-4ea5-9a8f-39109591c950,2013-04-30 00:00:00
1803,חישוק מסגסוגת אלומיניום עם חישורים מפלדת אל-חלד; בנויים למהירות.,53688800-d27f-4fb0-91ff-2556bd06f376,2013-04-30 00:00:00
1804,גלגל אחורי חזק עם חישוק בעל הלחמה כפולה.,6ae52f90-e112-4c3e-b228-4b667c8b3fd8,2013-04-30 00:00:00
1805,חישוקים אווירודינמיים מצוינים מבטיחים רכיבה חלקה.,6b9cfb03-9552-470f-bdc0-eea65b02798d,2013-04-30 00:00:00
1806,עור מלאכותי. מאופיין בג'ל להגברת הנוחות.,658b8033-ba51-4e5b-ae72-f36293d88d0a,2013-04-30 00:00:00
1807,מעוצב לספיגת זעזועים.,07ce2991-5192-478b-be58-e8e146c6c305,2014-02-08 10:32:17.973
1808,עיצוב אנטומי לרכיבה נוחה לאורך כל היום. עור עמיד.,4362cb9a-d948-4355-ae20-72c2ac64e839,2013-04-30 00:00:00
1809,מושב קל-משקל מרופד בקצף.,803c66d9-0bb6-44c1-a43e-d8c931ff58e4,2013-04-30 00:00:00
1810,פגושי גומי הסופגים חבטות.,d90742cc-bdbc-4b44-a00c-af0b50f5d755,2013-04-30 00:00:00
1811,מושב Kevlar קל-משקל למרוצים. עור.,d1717c63-b5a7-414e-a576-44a6387bb048,2013-04-30 00:00:00
1812,מושב ג'ל נוח בעל עיצוב ארגונומי.,9bd91ef7-e942-420c-9b02-6ed98b7df004,2013-04-30 00:00:00
1813,עיצוב חדש להקלת לחץ ברכיבות ארוכות.,22ee3d5f-f6ea-4395-a2cf-bf756752fe75,2013-04-30 00:00:00
1814,מעטפת קעורה לרכיבה נוחה יותר.,7d2c05c9-c805-412a-bb65-6d59a5553e8c,2013-04-30 00:00:00
1815,"אחיזת כביש נוחה בדומה לדגמים היוקרתיים, יציקת תילי צמיג יקרה פחות.",2b0cf1eb-5a61-4800-b317-b7e87c9d5198,2013-04-30 00:00:00
1816,"אחיזת כביש מעולה, גומי בצפיפות גבוהה.",afaab39a-1a1e-4602-88a1-9bbbea3919eb,2013-04-30 00:00:00
1817,אחיזת כביש שלא תאמן; חיזוק קל-משקל מפחמן.,755d10c1-9e45-4a81-b609-46462193d45a,2013-04-30 00:00:00
1818,"חריצי צמיג זהים לאלה המצויים בצמיגים יקרים יותר, אולם עם יציקת תילי צמיג יקרה פחות.",6b16a1f6-b778-49d4-a2f5-f56568aea1ae,2013-04-30 00:00:00
1819,גומי בצפיפות גבוהה יותר מאשר דגמים אחרים.,74dbc125-6a48-4da1-b552-d6fd56e2474f,2013-04-30 00:00:00
1820,קל-משקל מחוזק בפחמן לרכיבה שאין כמוה למעמסה ללא פשרות.,6a479ee9-5989-4932-9cd6-001db3665ce2,2013-04-30 00:00:00
1821,גומי בצפיפות גבוהה.,c50ce362-b6a4-4e2f-9538-18d6ab3ed5e2,2013-04-30 00:00:00
1822,פנימית עם אטימה עצמית.,1cbe3dfe-1092-460b-bf12-ef0607a8736f,2013-04-30 00:00:00
1823,פנימית קונבנציונלית לכל מטרה.,791d2377-ce61-490a-9ec1-2f8477094040,2013-04-30 00:00:00
1824,פנימית למטרות כלליות.,53be1ec9-e2d5-49ba-9a64-f744170e7e68,2013-04-30 00:00:00
1825,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",a6c47007-8c6d-49cc-af30-91378fe1b4c0,2013-04-30 00:00:00
1826,"מסגרת ה- ML, העשויה סגסוגת אלומיניום זהה לזו המשמשת ליצור מסגרת HL מהקו המוביל שלנו, מתאפיינת בצלע תחתונה קלת משקל החרוטה לקוטר המושלם הנדרש לחוזק אופטימלי. גירסה לגברים.",a7d27e08-2ee1-41b6-854a-1011c0566a0c,2013-04-30 00:00:00
1827,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",cd2f31a9-b430-4d24-9cab-5a9294033d0d,2013-04-30 00:00:00
1828,מסגרת קלת משקל מאלומיניום חרוץ מספקת תנוחת רכיבה זקופה יותר לנסיעות בתוך העיר. העיצוב החדשני שלנו מספק נוחות מרבית.,6f6351cc-c077-4d93-a3a8-47e342d63756,2013-04-30 00:00:00
1829,מסגרת ה- HL מאלומיניום מעוצבת בהתאמה הן למראה טוב והן לחוזק; היא תעמוד באתגרים המחמירים ביותר של רכיבה יומיומית. גירסה לגברים.,3ba84940-c2f6-401f-8917-754e0cde84ca,2013-04-30 00:00:00
1830,שילוב של סיבים טבעיים וסינטטיים נשאר יבש ומספק בדיוק את הריפוד הנכון.,e35cf1f6-996f-442c-84a7-7f3b129d0e54,2013-04-30 00:00:00
1831,עיצוב המיועד לנוחות. מתאים לכיס. מיכל אלומיניום. 160 psi נקובים.,e6b22f68-4c00-484a-9ede-32e8e25ee761,2013-04-30 00:00:00
1832,"מעוצב עבור הקבוצה של AWC עם רצועות הידוק, בקרת לחות, ריפוד מעור רך והידוק לרגליים.",be904a5a-6ad0-4e2a-9404-af6725755ce9,2013-04-30 00:00:00
1833,מבנה ניילון יציב ועמיד למים עם גישה קלה. גדול מספיק למסעות סופשבוע.,351a7fdf-808f-4e79-9bc7-81f805373408,2013-04-30 00:00:00
1834,"ריפוד מלא, אפשרות כיפוף משופרת לאצבעות, עמידות באזור כף היד, סגירה ניתנת להתאמה.",aeea87df-7377-4aa4-b8f0-76c7fd00ef00,2013-04-30 00:00:00
1835,"אזור כף יד מחומר סינטטי, מפרקים גמישים, רשת נושמת בחלק העליון. נלבש על-ידי רוכבי קבוצת AWC.",0b8a1cde-e42d-49e6-aba1-a99766793348,2013-04-30 00:00:00
1836,"מכנסיים קצרים לפעילות מאומצת, מונעי שפשוף מאופיינים בחלק פנימי מספנדקס נטול תפרים ועור רך אנטי-בקטריאלי לתוספת נוחות.",d6961d7b-697f-496e-880d-4981939c18e9,2013-04-30 00:00:00
1837,"כולל 8 טלאים בגדלים שונים, דבק ונייר זכוכית.",b4c9726e-192c-44e2-a98e-06ae1325549c,2013-04-30 00:00:00
1838,"קל-משקל, מגן מרוח, מתקפל לגודל המתאים לכיס.",2028d2a0-80b4-4284-949e-db6730a35c50,2013-04-30 00:00:00
1839,"מכנסי גברים קצרים לתחרויות, 8 חלקים – עשויים ספנדקס עם חגורה אלסטית והידוק רגליים.",3c411c93-49a5-473b-ae84-c2dc9e7e7aff,2013-04-30 00:00:00
1840,מעמד רב-תכליתי לאופניים המיועד לטיפולי אופניים הנערכים בבית. כליבות להתאמה מהירה ומבנה פלדה.,8de0b8ba-863f-4597-abfe-3bf33c387016,2013-04-30 00:00:00
1841,פנס כפול-אלומה הניתן לטעינה חוזרת.,d5ab15e5-7a5c-4681-a051-7a60d11c1c3b,2013-04-30 00:00:00
1842,פנס קשיח ועמיד למים.,c1daa5d5-2fdb-4019-83eb-5f1d6e47c6dc,2013-04-30 00:00:00
1843,"סריג קלאסי,נושם, שרוול קצר, עם בקרת לחות מעולה, רוכסן קדמי ושלושה כיסי גב.",e8b71223-9cc1-4383-82e9-4d737436b14a,2013-04-30 00:00:00
1844,פשוט וקל-משקל. טלאי חירום מאוחסנים בידית.,f42b8e2c-3416-474e-8e07-14d4d0ef1eb3,2013-04-30 00:00:00
1845,"דק, קל-משקל ועמיד, עם חפתים שנותרים מורמים.",5028a20b-db70-4a2b-8781-d6b25b933e09,2013-04-30 00:00:00
1846,כלוב אלומיניום חזק שומר על הבקבוק בשטח קשה.,38c5f422-02b8-4997-bfbc-da556f5c8673,2013-04-30 00:00:00
1847,סגנון מסורתי עם מצחייה מתרוממת; גודל אחד מתאים לכולם.,8bdc1947-893e-4e74-87ac-3c4e1df80bf7,2013-04-30 00:00:00
1848,"סריג לרכיבה, שרוול ארוך, יוניסקס, עשוי microfiber מתוצרת AWC.",30271e89-e473-4098-abc5-57ac22a4c244,2013-04-30 00:00:00
1850,"מידה אונברסלית, מאווררת היטב, קלת-משקל, עם מצחייה מתחברת.",b74855e4-421c-41f9-88b9-8d75a4b0dc93,2013-04-30 00:00:00
1851,"מיכל 2 ליטר רב-תכליתי לשתייה מציע מקום אחסון נוסף, גישה קלה למילוי וחגורת מותניים.",e04f73f1-e008-4cdf-9d62-3b17b21252fb,2013-04-30 00:00:00
1852,מכנסי ספנדקס צמודים וחמים לרכיבה חורפית; עור רך נטול תפרים מפחית מנקודות הלחיצה.,92d5b3cf-aaf2-4cff-bacf-f90000cb6fca,2013-04-30 00:00:00
1853,"לשטיפת לכלוך הנאסף בדרכים קשות; ממס שומנים, בטוח לסביבה. בקבוק של 1 ליטר.",0db77840-37d1-4cda-8b3e-26d1f4872d2a,2013-04-30 00:00:00
