callid,agentid,customerid,pickedup,duration,productsold
7517,7,434,0,0,0
7518,7,134,1,164,0
7519,1,12,1,251,0
7520,0,372,0,0,0
7521,10,329,1,197,1
7522,2,839,1,195,1
7523,10,563,0,0,0
7524,4,378,1,154,0
7525,5,697,0,0,0
7526,5,451,1,288,1
7527,1,93,1,179,0
7528,4,668,1,182,0
7529,2,484,0,0,0
7530,8,722,1,168,0
7531,2,673,0,0,0
7532,0,15,0,0,0
7533,9,563,1,129,0
7534,0,407,1,235,1
7535,6,897,1,227,1
7536,8,997,0,0,0
7537,4,357,1,203,0
7538,0,884,1,142,1
7539,0,283,1,144,1
7540,4,126,1,144,0
7541,6,123,1,164,0
7542,0,839,1,141,1
7543,8,61,1,126,0
7544,4,199,1,130,0
7545,2,74,0,0,0
7546,9,338,1,247,1
7547,10,288,1,187,0
7548,1,718,1,219,0
7549,1,420,0,0,0
7550,1,46,0,0,0
7551,4,614,0,0,0
7552,1,962,1,131,0
7553,1,892,0,0,0
7554,5,353,1,224,1
7555,0,207,1,168,1
7556,4,119,1,68,0
7557,3,247,0,0,0
7558,10,82,1,171,1
7559,1,152,1,234,1
7560,9,437,1,211,0
7561,9,866,1,245,0
7562,6,862,1,192,1
7563,4,944,0,0,0
7564,4,752,0,0,0
7565,4,189,1,151,0
7566,7,993,1,195,0
7567,8,142,1,159,0
7568,8,295,1,232,0
7569,3,780,1,219,0
7570,4,842,0,0,0
7571,4,943,1,190,0
7572,0,738,1,134,0
7573,6,393,0,0,0
7574,4,143,1,199,0
7575,4,478,1,187,0
7576,3,756,1,123,1
7577,1,327,0,0,0
7578,5,165,0,0,0
7579,3,35,1,180,1
7580,3,860,0,0,0
7581,8,219,1,201,1
7582,5,538,1,226,0
7583,9,953,0,0,0
7584,6,665,0,0,0
7585,1,320,1,178,0
7586,2,333,0,0,0
7587,3,799,0,0,0
7588,8,693,1,158,0
7589,6,414,1,140,1
7590,7,663,0,0,0
7591,10,682,1,150,0
7592,2,468,1,154,0
7593,10,426,1,181,1
7594,7,175,1,246,0
7595,9,328,0,0,0
7596,9,910,1,204,0
7597,5,691,0,0,0
7598,0,205,1,197,0
7599,5,157,1,180,1
7600,3,344,1,83,0
7601,6,170,1,164,0
7602,0,149,1,132,0
7603,4,671,0,0,0
7604,9,656,0,0,0
7605,4,603,1,116,0
7606,1,150,1,190,1
7607,8,98,1,185,1
7608,8,849,0,0,0
7609,6,876,1,141,0
7610,2,347,1,154,0
7611,2,62,1,240,0
7612,9,165,1,89,0
7613,8,803,1,249,0
7614,0,181,1,92,0
7615,1,386,1,139,0
7616,2,73,1,230,1
7617,6,154,0,0,0
7618,0,109,0,0,0
7619,8,688,0,0,0
7620,1,493,1,100,1
7621,9,625,1,208,0
7622,3,864,1,175,0
7623,4,13,1,160,1
7624,5,237,1,180,0
7625,4,823,1,144,1
7626,5,438,1,235,0
7627,0,434,0,0,0
7628,5,35,1,153,0
7629,4,230,1,153,0
7630,6,543,1,163,1
7631,0,873,0,0,0
7632,4,944,1,192,1
7633,10,542,0,0,0
7634,5,124,1,165,1
7635,4,235,1,139,0
7636,4,604,1,256,0
7637,5,492,1,161,0
7638,4,358,1,179,0
7639,0,775,1,249,1
7640,5,623,1,218,1
7641,7,790,0,0,0
7642,7,977,1,177,0
7643,5,149,1,132,0
7644,10,589,1,203,0
7645,10,16,1,155,1
7646,6,121,1,229,1
7647,4,614,1,70,1
7648,5,382,1,236,1
7649,4,17,1,103,0
7650,4,955,1,217,0
7651,3,188,1,133,0
7652,9,979,1,170,0
7653,9,806,0,0,0
7654,6,655,1,216,1
7655,1,906,0,0,0
7656,3,329,1,261,0
7657,0,153,1,301,1
7658,8,130,1,118,1
7659,3,722,0,0,0
7660,7,296,1,144,0
7661,5,421,0,0,0
7662,9,191,1,124,0
7663,6,511,0,0,0
7664,5,25,0,0,0
7665,2,363,1,133,0
7666,3,919,0,0,0
7667,1,19,1,279,0
7668,6,651,0,0,0
7669,6,752,1,153,1
7670,0,782,1,128,0
7671,2,928,1,140,0
7672,2,329,1,120,0
7673,8,11,0,0,0
7674,10,411,1,147,0
7675,2,885,0,0,0
7676,8,586,1,57,1
7677,10,839,1,163,1
7678,9,985,1,290,0
7679,8,678,1,165,0
7680,2,76,1,210,0
7681,6,788,0,0,0
7682,4,552,0,0,0
7683,1,418,0,0,0
7684,0,131,1,192,0
7685,1,833,0,0,0
7686,2,404,1,144,0
7687,2,805,1,148,0
7688,5,804,0,0,0
7689,0,519,0,0,0
7690,10,602,1,114,0
7691,0,895,1,231,1
7692,6,752,1,82,0
7693,5,642,1,203,0
7694,0,358,1,133,0
7695,9,558,1,203,1
7696,4,334,1,197,0
7697,1,259,1,185,0
7698,0,104,0,0,0
7699,7,528,1,149,1
7700,2,941,0,0,0
7701,10,366,1,226,1
7702,3,265,1,174,0
7703,1,894,1,149,0
7704,4,973,1,192,0
7705,5,295,1,289,0
7706,8,279,1,191,0
7707,9,965,1,186,0
7708,0,140,1,175,0
7709,10,525,1,173,1
7710,0,885,0,0,0
7711,7,242,0,0,0
7712,7,830,1,203,0
7713,5,821,1,170,0
7714,2,265,1,125,1
7715,2,460,0,0,0
7716,3,82,0,0,0
7717,5,126,1,154,0
7718,4,291,1,161,0
7719,1,240,1,243,1
7720,5,248,1,164,1
7721,10,385,1,152,0
7722,4,803,1,281,0
7723,6,962,1,162,0
7724,3,17,1,293,0
7725,9,116,1,142,1
7726,9,358,0,0,0
7727,10,700,1,241,0
7728,0,104,0,0,0
7729,6,376,1,169,1
7730,7,35,1,153,0
7731,7,153,1,133,0
7732,4,822,0,0,0
7733,5,819,1,132,1
7734,1,745,1,118,1
7735,5,289,1,154,1
7736,2,259,1,156,0
7737,5,769,1,159,0
7738,8,13,0,0,0
7739,4,227,0,0,0
7740,7,53,0,0,0
7741,10,594,0,0,0
7742,9,990,1,184,0
7743,8,860,1,288,0
7744,6,50,1,258,0
7745,4,736,0,0,0
7746,9,680,1,159,0
7747,2,999,1,220,0
7748,9,448,0,0,0
7749,7,65,0,0,0
7750,4,961,1,148,0
7751,9,199,1,126,0
7752,10,333,1,118,0
7753,4,40,0,0,0
7754,2,337,1,152,0
7755,9,520,1,254,0
7756,4,266,1,184,1
7757,1,941,1,149,1
7758,6,477,0,0,0
7759,3,960,1,192,0
7760,2,547,0,0,0
7761,3,817,1,196,0
7762,6,792,1,161,1
7763,1,787,1,84,0
7764,9,94,0,0,0
7765,0,959,1,141,0
7766,5,696,1,177,0
7767,8,858,0,0,0
7768,5,439,1,178,0
7769,10,366,0,0,0
7770,5,128,1,221,0
7771,7,204,1,195,0
7772,1,633,0,0,0
7773,10,729,1,218,0
7774,1,500,1,143,0
7775,7,738,1,179,0
7776,9,668,1,122,0
7777,5,803,0,0,0
7778,9,436,0,0,0
7779,9,516,1,90,0
7780,4,152,0,0,0
7781,10,473,1,222,1
7782,8,691,0,0,0
7783,3,653,0,0,0
7784,0,861,1,83,0
7785,8,914,0,0,0
7786,3,311,1,243,0
7787,3,801,1,108,0
7788,10,917,1,165,1
7789,6,408,1,86,0
7790,2,614,0,0,0
7791,7,943,1,162,1
7792,0,786,0,0,0
7793,9,197,1,116,1
7794,4,511,1,135,0
7795,5,166,1,188,0
7796,5,430,0,0,0
7797,7,147,0,0,0
7798,8,621,1,74,0
7799,3,282,0,0,0
7800,1,431,1,186,0
7801,6,99,0,0,0
7802,8,114,0,0,0
7803,9,104,0,0,0
7804,1,844,0,0,0
7805,5,999,0,0,0
7806,5,693,1,299,0
7807,10,243,1,128,0
7808,3,623,1,263,0
7809,3,524,1,239,0
7810,10,56,0,0,0
7811,3,612,1,195,0
7812,4,149,1,206,1
7813,8,339,1,151,0
7814,3,886,0,0,0
7815,5,580,1,180,0
7816,7,734,1,172,1
7817,3,441,1,188,0
7818,1,314,1,157,0
7819,7,457,1,203,1
7820,5,280,0,0,0
7821,10,446,1,180,0
7822,6,606,1,225,0
7823,1,940,0,0,0
7824,2,147,0,0,0
7825,3,714,1,177,1
7826,6,593,1,260,1
7827,0,740,0,0,0
7828,0,94,1,234,1
7829,0,178,1,125,1
7830,7,910,1,246,0
7831,6,385,1,196,0
7832,5,151,0,0,0
7833,8,811,0,0,0
7834,0,415,1,228,1
7835,0,349,1,176,0
7836,5,249,1,168,0
7837,1,106,1,210,1
7838,2,757,1,105,0
7839,5,629,0,0,0
7840,9,648,1,112,0
7841,6,598,1,220,0
7842,2,963,1,239,1
7843,0,871,1,263,0
7844,9,993,1,152,0
7845,5,42,1,143,0
7846,4,739,1,294,0
7847,6,533,1,129,1
7848,10,63,1,235,1
7849,5,262,0,0,0
7850,2,626,1,171,0
7851,7,369,1,110,1
7852,10,703,1,142,0
7853,5,121,0,0,0
7854,6,226,0,0,0
7855,9,713,1,171,0
7856,9,795,1,212,1
7857,3,465,0,0,0
7858,4,902,1,90,0
7859,0,768,1,153,0
7860,6,829,1,234,1
7861,0,642,1,211,1
7862,6,944,0,0,0
7863,9,843,0,0,0
7864,4,841,1,151,0
7865,3,519,0,0,0
7866,9,870,1,120,0
7867,10,803,1,248,0
7868,8,510,1,198,0
7869,7,883,1,212,1
7870,8,752,0,0,0
7871,8,611,1,229,1
7872,5,43,1,128,0
7873,7,73,1,229,0
7874,3,396,1,272,1
7875,7,483,0,0,0
7876,7,277,0,0,0
7877,6,389,1,224,0
7878,4,388,0,0,0
7879,2,729,1,231,0
7880,1,852,1,278,0
7881,8,931,1,130,0
7882,0,168,0,0,0
7883,10,600,1,207,0
7884,0,101,1,161,0
7885,8,762,0,0,0
7886,2,916,1,122,1
7887,1,706,1,268,1
7888,6,568,0,0,0
7889,3,352,1,188,0
7890,6,381,1,218,0
7891,9,603,0,0,0
7892,7,555,1,216,0
7893,6,653,1,179,1
7894,9,930,0,0,0
7895,0,795,1,181,0
7896,9,4,1,139,0
7897,4,506,1,269,0
7898,9,248,0,0,0
7899,5,947,0,0,0
7900,5,105,0,0,0
7901,9,608,1,225,1
7902,7,124,0,0,0
7903,9,651,0,0,0
7904,0,504,1,206,0
7905,8,554,0,0,0
7906,8,953,0,0,0
7907,7,396,1,168,0
7908,5,592,0,0,0
7909,9,659,0,0,0
7910,9,411,0,0,0
7911,6,744,1,154,0
7912,8,100,1,120,0
7913,6,47,1,196,0
7914,5,610,0,0,0
7915,3,674,0,0,0
7916,7,331,1,212,1
7917,10,121,1,241,0
7918,5,106,1,170,0
7919,3,582,1,193,0
7920,8,337,0,0,0
7921,3,70,1,169,0
7922,0,389,1,181,1
7923,7,591,0,0,0
7924,6,918,0,0,0
7925,0,785,1,222,0
7926,8,659,1,189,0
7927,4,568,1,242,0
7928,10,660,1,269,1
7929,5,677,1,257,1
7930,10,615,1,271,0
7931,3,491,0,0,0
7932,9,990,1,236,1
7933,10,617,0,0,0
7934,4,530,0,0,0
7935,6,483,1,296,0
7936,0,380,1,129,0
7937,0,149,1,158,0
7938,10,135,0,0,0
7939,9,434,1,180,0
7940,4,316,1,192,0
7941,4,33,1,193,0
7942,0,536,0,0,0
7943,2,235,1,200,0
7944,4,455,1,159,1
7945,9,526,1,205,0
7946,8,919,1,172,1
7947,2,919,0,0,0
7948,2,372,0,0,0
7949,0,527,0,0,0
7950,2,868,1,177,1
7951,10,374,1,181,1
7952,1,68,1,174,0
7953,1,197,0,0,0
7954,7,696,1,176,0
7955,10,801,1,137,0
7956,4,46,1,154,1
7957,9,411,1,212,1
7958,5,6,1,150,0
7959,3,500,1,144,0
7960,8,958,1,163,0
7961,2,217,0,0,0
7962,0,352,1,274,0
7963,3,541,0,0,0
7964,2,965,0,0,0
7965,6,436,1,116,1
7966,3,38,1,148,0
7967,7,798,1,121,0
7968,8,231,1,155,1
7969,1,709,1,161,0
7970,2,443,1,232,1
7971,3,354,0,0,0
7972,2,100,1,173,0
7973,6,38,1,238,0
7974,0,153,0,0,0
7975,1,195,1,159,0
7976,3,239,1,208,1
7977,9,452,0,0,0
7978,8,396,0,0,0
7979,8,324,1,197,0
7980,8,753,0,0,0
7981,3,387,1,215,1
7982,2,773,0,0,0
7983,2,781,1,199,1
7984,1,786,1,222,1
7985,3,8,1,128,1
7986,8,78,0,0,0
7987,7,567,0,0,0
7988,7,788,1,127,1
7989,5,629,0,0,0
7990,0,1000,1,247,0
7991,8,45,1,177,0
7992,3,241,1,231,1
7993,6,242,1,145,1
7994,0,622,0,0,0
7995,4,951,1,163,0
7996,4,371,1,73,1
7997,3,884,1,122,0
7998,2,365,1,182,1
7999,0,519,1,117,0
8000,4,774,1,118,0
8001,5,9,1,179,0
8002,9,652,1,149,1
8003,9,884,1,244,0
8004,8,143,1,190,0
8005,3,457,1,209,0
8006,4,595,1,199,0
8007,0,796,0,0,0
8008,6,554,1,226,0
8009,4,273,0,0,0
8010,10,683,1,277,0
8011,4,219,0,0,0
8012,1,577,1,161,0
8013,1,861,1,190,0
8014,3,101,1,202,0
8015,0,131,1,182,0
8016,9,108,0,0,0
8017,9,94,1,109,1
8018,7,805,0,0,0
8019,6,740,1,194,0
8020,1,125,1,152,0
8021,4,196,1,159,0
8022,10,895,0,0,0
8023,9,963,1,154,0
8024,5,948,1,218,1
8025,3,477,1,131,1
8026,0,807,1,85,0
8027,0,311,1,242,0
8028,10,73,1,149,1
8029,3,424,0,0,0
8030,9,93,1,198,0
8031,5,980,1,72,0
8032,2,167,1,200,0
8033,0,595,1,110,0
8034,4,616,1,152,0
8035,3,661,0,0,0
8036,8,906,1,149,1
8037,5,608,1,199,0
8038,8,703,1,159,0
8039,7,145,0,0,0
8040,6,207,1,282,0
8041,10,646,1,229,1
8042,8,687,0,0,0
8043,10,447,0,0,0
8044,9,37,1,202,0
8045,6,66,1,169,0
8046,3,634,1,167,1
8047,1,418,1,154,0
8048,3,954,1,165,0
8049,8,338,0,0,0
8050,9,794,1,188,0
8051,0,581,1,275,0
8052,5,984,1,185,1
8053,5,512,0,0,0
8054,7,605,1,231,0
8055,2,353,1,218,0
8056,8,947,0,0,0
8057,0,109,0,0,0
8058,0,76,1,153,1
8059,4,254,1,165,1
8060,7,38,1,254,1
8061,9,645,1,86,0
8062,7,641,1,118,1
8063,3,432,0,0,0
8064,2,665,1,181,0
8065,10,635,1,128,1
8066,5,812,1,216,0
8067,0,302,0,0,0
8068,7,147,1,188,0
8069,6,732,1,208,0
8070,10,949,1,56,1
8071,10,139,1,253,0
8072,1,620,1,154,0
8073,3,805,0,0,0
8074,10,402,0,0,0
8075,6,462,1,193,0
8076,0,556,1,156,0
8077,7,70,0,0,0
8078,10,101,1,196,1
8079,4,468,1,123,0
8080,10,7,1,210,0
8081,4,281,1,210,1
8082,10,907,0,0,0
8083,0,743,0,0,0
8084,5,133,1,251,0
8085,5,714,1,159,0
8086,0,770,1,219,0
8087,10,234,0,0,0
8088,0,430,1,127,0
8089,1,979,1,236,0
8090,3,768,1,190,0
8091,4,299,1,214,0
8092,8,611,1,254,1
8093,2,68,1,198,1
8094,4,77,0,0,0
8095,7,319,1,215,0
8096,7,673,1,217,1
8097,2,906,0,0,0
8098,9,698,1,144,0
8099,7,645,1,219,1
8100,9,50,1,179,1
8101,5,46,1,107,0
8102,2,249,0,0,0
8103,2,412,0,0,0
8104,3,471,0,0,0
8105,4,429,1,176,0
8106,9,792,1,170,0
8107,9,206,0,0,0
8108,2,252,1,179,0
8109,1,564,1,209,0
8110,8,890,1,227,0
8111,1,671,1,123,0
8112,6,364,1,180,1
8113,1,77,1,176,1
8114,8,321,1,193,1
8115,2,693,1,134,0
8116,8,113,1,249,0
8117,6,769,1,263,0
8118,0,817,0,0,0
8119,9,663,0,0,0
8120,1,989,1,198,0
8121,5,737,1,221,1
8122,5,176,1,143,0
8123,4,52,0,0,0
8124,3,952,1,214,1
8125,10,434,0,0,0
8126,3,527,0,0,0
8127,7,602,1,192,1
8128,0,686,0,0,0
8129,0,158,0,0,0
8130,2,162,1,217,0
8131,10,668,1,202,0
8132,3,623,1,206,1
8133,9,97,1,182,0
8134,8,683,0,0,0
8135,9,374,1,155,1
8136,8,874,0,0,0
8137,7,551,1,199,1
8138,7,162,1,162,0
8139,7,72,1,172,0
8140,0,383,0,0,0
8141,5,272,1,242,0
8142,9,875,1,167,0
8143,8,990,1,249,0
8144,2,107,1,270,1
8145,4,936,1,191,1
8146,9,978,1,174,0
8147,3,47,1,131,0
8148,0,475,0,0,0
8149,1,509,1,113,0
8150,8,161,1,262,0
8151,10,996,1,165,0
8152,5,638,0,0,0
8153,2,260,1,136,1
8154,4,603,0,0,0
8155,1,897,0,0,0
8156,5,302,0,0,0
8157,1,997,0,0,0
8158,9,711,0,0,0
8159,10,985,0,0,0
8160,10,121,1,191,0
8161,9,471,0,0,0
8162,8,608,1,119,0
8163,7,736,1,182,0
8164,6,785,1,150,0
8165,8,609,0,0,0
8166,9,922,1,132,1
8167,3,474,1,201,0
8168,1,386,1,271,0
8169,3,627,0,0,0
8170,10,62,1,144,0
8171,2,214,1,153,0
8172,2,970,0,0,0
8173,2,786,1,162,0
8174,7,429,1,152,0
8175,7,682,1,113,0
8176,9,417,1,186,0
8177,10,551,1,177,0
8178,10,933,0,0,0
8179,10,488,1,186,1
8180,6,982,1,243,0
8181,8,591,1,208,0
8182,4,105,0,0,0
8183,0,458,1,179,0
8184,1,642,0,0,0
8185,7,288,1,132,0
8186,4,221,0,0,0
8187,9,832,0,0,0
8188,5,989,1,192,0
8189,10,874,0,0,0
8190,4,563,0,0,0
8191,4,452,1,161,1
8192,4,290,1,151,1
8193,3,573,0,0,0
8194,9,964,0,0,0
8195,2,616,0,0,0
8196,8,695,0,0,0
8197,8,422,1,80,1
8198,5,302,1,226,0
8199,8,995,1,153,1
8200,1,811,1,109,1
8201,4,995,0,0,0
8202,7,581,0,0,0
8203,5,690,0,0,0
8204,7,80,1,271,0
8205,10,800,1,176,1
8206,10,490,1,218,1
8207,5,268,0,0,0
8208,0,188,0,0,0
8209,1,695,0,0,0
8210,1,527,1,169,0
8211,9,679,1,162,0
8212,5,571,1,201,1
8213,5,514,1,118,0
8214,0,476,1,195,0
8215,10,492,0,0,0
8216,8,26,1,153,0
8217,5,627,0,0,0
8218,2,409,1,150,0
8219,0,209,1,138,0
8220,1,1000,0,0,0
8221,0,18,1,169,0
8222,2,87,1,154,0
8223,10,669,1,146,0
8224,2,163,1,130,0
8225,3,690,1,238,1
8226,5,929,1,156,0
8227,2,832,1,214,1
8228,9,382,1,120,1
8229,7,125,1,180,0
8230,4,254,1,162,1
8231,0,876,1,170,1
8232,8,104,0,0,0
8233,1,341,1,81,1
8234,7,670,1,238,0
8235,10,139,1,202,1
8236,7,118,0,0,0
8237,8,771,0,0,0
8238,3,567,1,101,0
8239,4,690,1,116,1
8240,0,2,1,177,0
8241,6,62,0,0,0
8242,0,253,1,217,1
8243,0,20,1,211,0
8244,1,604,1,209,1
8245,1,95,1,211,0
8246,10,623,1,188,0
8247,10,360,1,154,0
8248,10,144,1,236,1
8249,9,603,0,0,0
8250,9,743,1,236,0
8251,2,873,1,262,1
8252,0,430,1,247,1
8253,2,793,1,176,0
8254,0,610,0,0,0
8255,1,1000,0,0,0
8256,1,20,1,185,0
8257,10,390,1,131,0
8258,9,813,1,230,1
8259,8,193,1,103,0
8260,8,888,1,194,0
8261,2,552,1,162,1
8262,10,768,1,151,1
8263,0,654,0,0,0
8264,6,615,1,49,1
8265,6,696,1,217,0
8266,5,932,1,151,0
8267,9,960,0,0,0
8268,7,795,1,186,0
8269,2,295,0,0,0
8270,9,760,1,297,1
8271,1,481,0,0,0
8272,3,695,1,153,0
8273,4,817,0,0,0
8274,10,4,1,308,0
8275,3,966,0,0,0
8276,10,322,0,0,0
8277,0,720,1,229,0
8278,5,916,1,120,0
8279,0,154,0,0,0
8280,7,677,1,117,1
8281,6,160,1,179,0
8282,4,567,0,0,0
8283,4,566,1,173,0
8284,8,368,1,213,1
8285,0,116,1,105,1
8286,8,186,1,196,1
8287,4,542,1,163,1
8288,5,310,1,189,0
8289,8,556,1,178,0
8290,9,26,0,0,0
8291,7,802,1,138,0
8292,8,866,1,191,0
8293,0,801,1,88,0
8294,6,114,1,112,0
8295,6,889,0,0,0
8296,10,257,1,129,0
8297,6,289,1,89,0
8298,6,492,1,193,1
8299,10,621,1,133,0
8300,6,52,0,0,0
8301,6,911,1,113,0
8302,2,180,1,211,0
8303,3,794,0,0,0
8304,10,788,1,116,0
8305,7,852,0,0,0
8306,1,301,1,104,0
8307,0,681,1,163,0
8308,9,59,0,0,0
8309,1,315,1,197,0
8310,5,797,1,184,0
8311,3,71,1,186,1
8312,0,584,1,263,0
8313,0,740,1,166,0
8314,6,20,1,237,0
8315,0,25,1,275,0
8316,7,921,1,47,1
8317,8,962,0,0,0
8318,7,126,1,178,0
8319,3,242,0,0,0
8320,1,740,1,166,0
8321,10,726,1,199,1
8322,7,242,0,0,0
8323,0,831,1,215,0
8324,5,414,1,52,0
8325,5,145,1,161,1
8326,7,632,0,0,0
8327,6,692,1,207,0
8328,9,763,1,170,0
8329,4,245,0,0,0
8330,3,244,0,0,0
8331,2,182,1,130,0
8332,7,974,1,175,0
8333,9,31,0,0,0
8334,3,866,1,234,0
8335,7,48,1,255,0
8336,0,81,1,215,1
8337,10,399,1,159,1
8338,3,779,0,0,0
8339,7,755,0,0,0
8340,4,913,1,155,0
8341,0,65,1,130,1
8342,2,605,1,171,0
8343,1,971,1,192,1
8344,5,904,1,138,0
8345,4,185,1,115,0
8346,9,45,1,140,0
8347,2,761,0,0,0
8348,5,956,0,0,0
8349,9,657,1,87,1
8350,4,566,1,169,1
8351,4,361,1,181,0
8352,2,486,0,0,0
8353,1,128,1,167,0
8354,0,736,1,240,0
8355,0,689,0,0,0
8356,7,482,1,181,0
8357,7,922,0,0,0
8358,0,338,0,0,0
8359,5,974,1,165,1
8360,2,782,1,285,0
8361,8,985,1,138,0
8362,2,535,1,127,0
8363,10,799,0,0,0
8364,3,816,1,129,0
8365,7,684,1,223,0
8366,5,249,0,0,0
8367,9,237,1,141,1
8368,8,318,1,147,1
8369,3,28,1,58,1
8370,4,835,0,0,0
8371,0,53,1,192,1
8372,3,639,1,151,1
8373,5,384,1,248,1
8374,4,30,1,89,0
8375,3,244,1,132,1
8376,1,683,1,187,0
8377,10,406,1,250,1
8378,0,733,1,135,0
8379,8,30,1,103,1
8380,7,829,1,162,0
8381,8,118,1,201,0
8382,1,497,1,213,0
8383,10,373,1,120,0
8384,5,79,1,109,0
8385,0,818,0,0,0
8386,4,932,1,130,1
8387,3,279,1,138,0
8388,5,276,1,150,0
8389,9,423,1,107,0
8390,10,167,1,94,0
8391,7,687,1,139,1
8392,2,252,1,138,0
8393,0,309,1,137,0
8394,10,76,1,229,0
8395,9,263,1,122,1
8396,1,327,1,93,1
8397,4,274,1,201,0
8398,9,922,0,0,0
8399,1,696,1,124,0
8400,9,135,1,191,0
8401,4,345,1,175,0
8402,7,775,1,128,0
8403,3,650,1,97,1
8404,5,324,1,265,0
8405,7,11,1,215,0
8406,6,431,0,0,0
8407,3,106,1,146,0
8408,8,282,1,110,0
8409,1,597,0,0,0
8410,0,179,0,0,0
8411,10,63,0,0,0
8412,3,257,1,143,1
8413,10,904,0,0,0
8414,10,648,0,0,0
8415,9,854,0,0,0
8416,1,519,0,0,0
8417,0,260,1,214,0
8418,7,561,1,112,0
8419,3,681,1,203,0
8420,9,49,1,128,1
8421,9,471,1,199,1
8422,8,434,0,0,0
8423,0,425,0,0,0
8424,10,366,1,260,1
8425,4,23,1,162,0
8426,1,390,1,200,0
8427,3,734,0,0,0
8428,6,29,1,188,0
8429,10,319,1,322,1
8430,5,227,1,190,0
8431,10,167,1,164,0
8432,6,674,1,166,0
8433,8,211,1,222,0
8434,7,382,1,221,1
8435,1,705,0,0,0
8436,1,482,0,0,0
8437,10,83,1,201,0
8438,6,512,1,203,1
8439,8,395,0,0,0
8440,4,435,1,115,1
8441,5,130,1,160,0
8442,0,376,1,191,0
8443,7,975,1,117,1
8444,4,932,0,0,0
8445,10,485,1,134,0
8446,0,953,1,173,0
8447,3,829,1,236,0
8448,1,704,1,133,1
8449,0,591,1,197,0
8450,2,983,1,187,1
8451,10,465,0,0,0
8452,2,336,0,0,0
8453,4,363,0,0,0
8454,8,205,1,108,0
8455,9,445,1,104,0
8456,10,929,1,187,1
8457,5,946,1,80,1
8458,8,254,1,251,0
8459,8,709,1,76,1
8460,3,574,1,235,1
8461,9,489,1,177,0
8462,0,829,1,54,0
8463,5,437,0,0,0
8464,8,694,1,236,1
8465,6,675,1,219,1
8466,10,658,1,170,0
8467,8,570,1,158,0
8468,1,751,1,202,0
8469,2,471,1,159,1
8470,7,67,1,237,0
8471,7,980,1,209,0
8472,6,42,1,223,0
8473,7,489,0,0,0
8474,0,80,1,175,1
8475,6,941,1,163,0
8476,0,555,1,153,0
8477,8,427,0,0,0
8478,1,850,0,0,0
8479,4,225,1,180,0
8480,5,45,1,132,0
8481,0,943,1,164,0
8482,6,796,1,349,1
8483,3,477,0,0,0
8484,2,92,1,70,0
8485,9,464,0,0,0
8486,3,852,1,159,0
8487,0,231,0,0,0
8488,6,219,1,223,0
8489,6,348,1,156,0
8490,0,180,1,238,0
8491,5,953,0,0,0
8492,0,454,1,182,1
8493,7,299,1,144,1
8494,2,9,1,130,1
8495,5,391,1,197,0
8496,8,616,0,0,0
8497,8,475,1,204,1
8498,3,752,1,186,0
8499,7,365,1,165,0
8500,6,321,0,0,0
8501,0,811,0,0,0
8502,0,450,1,216,0
8503,9,653,0,0,0
8504,8,914,1,130,0
8505,1,711,0,0,0
8506,8,407,0,0,0
8507,0,364,0,0,0
8508,3,268,0,0,0
8509,10,86,1,116,0
8510,1,485,1,191,0
8511,9,803,1,99,1
8512,0,557,0,0,0
8513,0,588,1,218,0
8514,9,220,0,0,0
8515,2,179,0,0,0
8516,3,45,1,186,1
8517,8,926,1,96,1
8518,4,847,1,233,0
8519,4,627,1,112,1
8520,10,51,0,0,0
8521,2,244,1,125,0
8522,5,778,1,179,1
8523,9,876,1,209,1
8524,8,70,0,0,0
8525,4,646,1,240,0
8526,2,378,1,126,0
8527,1,979,1,201,0
8528,9,942,1,165,0
8529,6,78,1,99,0
8530,9,502,1,163,0
8531,10,448,0,0,0
8532,0,482,0,0,0
8533,10,23,1,167,0
8534,7,359,0,0,0
8535,7,548,1,169,0
8536,4,184,1,240,0
8537,1,256,0,0,0
8538,8,764,0,0,0
8539,1,967,1,230,0
8540,5,102,1,232,0
8541,10,549,1,64,1
8542,3,88,0,0,0
8543,5,938,1,71,0
8544,1,195,1,214,0
8545,1,586,1,153,1
8546,2,316,1,179,0
8547,2,164,1,251,0
8548,8,0,0,0,0
8549,10,737,0,0,0
8550,10,685,1,149,1
8551,2,574,0,0,0
8552,6,716,0,0,0
8553,0,93,1,283,1
8554,3,466,1,206,1
8555,0,906,1,190,1
8556,0,562,1,172,1
8557,10,227,1,182,1
8558,2,336,1,173,1
8559,2,665,1,215,1
8560,5,772,1,155,0
8561,4,338,0,0,0
8562,8,205,1,248,0
8563,2,673,1,60,0
8564,3,990,0,0,0
8565,1,700,0,0,0
8566,6,692,0,0,0
8567,5,101,1,220,1
8568,4,171,0,0,0
8569,2,99,1,152,0
8570,9,679,1,119,0
8571,2,958,1,190,0
8572,1,591,0,0,0
8573,6,914,1,138,1
8574,7,365,0,0,0
8575,4,266,1,169,1
8576,7,73,1,173,0
8577,1,284,1,139,0
8578,8,323,1,75,1
8579,5,21,0,0,0
8580,5,392,1,214,0
8581,7,607,1,242,1
8582,10,151,0,0,0
8583,2,14,1,209,1
8584,0,341,1,130,0
8585,8,14,1,172,0
8586,9,463,0,0,0
8587,2,817,1,156,1
8588,6,964,1,287,1
8589,2,639,0,0,0
8590,2,446,0,0,0
